invoice_id,branch,city,customer,gender,product_line,price,quantity,tax,total,date,time,payment,cogs,gross income,rating
325-90-8763,C,754331,Member,Female,435,46.57,10,23.285,488.985,1/27/2019,13:58,Cash,465.7,23.285,8
729-46-7422,C,754331,Normal,Male,532,35.89,1,1.7945,37.6845,2/23/2019,16:52,Credit card,35.89,1.7945,8
639-76-1242,C,754331,Normal,Male,532,40.52,5,10.13,212.73,03/02/19,15:19,Cash,202.6,10.13,5
234-03-4040,B,543212,Member,Female,532,73.05,10,36.525,767.025,03/03/19,12:25,Credit card,730.5,36.525,9
326-71-2155,C,754331,Normal,Female,437,73.95,4,14.79,310.59,03/02/19,10:02,Cash,295.8,14.79,6
320-32-8842,C,754331,Member,Female,532,22.62,1,1.131,23.751,3/17/2019,18:58,Cash,22.62,1.131,6
470-32-9057,A,678549,Member,Male,532,51.34,5,12.835,269.535,3/28/2019,15:31,Credit card,256.7,12.835,9
878-30-2331,C,754331,Member,Female,437,54.55,10,27.275,572.775,02/03/19,11:22,Credit card,545.5,27.275,7
440-59-5691,C,754331,Member,Female,234,37.15,7,13.0025,273.0525,08/02/19,13:12,Credit card,260.05,13.0025,8
554-53-3790,B,543212,Normal,Male,437,37.02,6,11.106,233.226,3/22/2019,18:33,Cash,222.12,11.106,5
746-19-0921,C,754331,Normal,Male,532,21.58,1,1.079,22.659,09/02/19,10:02,Ewallet,21.58,1.079,7
233-34-0817,C,754331,Member,Female,435,98.84,1,4.942,103.782,2/15/2019,11:21,Cash,98.84,4.942,8
767-05-1286,C,754331,Member,Female,413,83.77,6,25.131,527.751,1/23/2019,12:10,Ewallet,502.62,25.131,5
340-21-9136,A,678549,Member,Female,437,40.05,4,8.01,168.21,1/25/2019,11:40,Cash,160.2,8.01,10
405-31-3305,A,678549,Member,Male,253,43.13,10,21.565,452.865,02/02/19,18:31,Credit card,431.3,21.565,6
731-59-7531,B,543212,Member,Male,234,72.57,8,29.028,609.588,3/30/2019,17:58,Cash,580.56,29.028,5
676-39-6028,A,678549,Member,Female,435,64.44,5,16.11,338.31,3/30/2019,17:04,Cash,322.2,16.11,7
502-05-1910,A,678549,Normal,Male,234,65.18,3,9.777,205.317,2/25/2019,20:35,Credit card,195.54,9.777,6
485-30-8700,A,678549,Normal,Female,437,33.26,5,8.315,174.615,3/18/2019,16:10,Credit card,166.3,8.315,4
598-47-9715,C,754331,Normal,Male,435,84.07,4,16.814,353.094,07/03/19,16:54,Ewallet,336.28,16.814,4
701-69-8742,B,543212,Normal,Male,437,34.37,10,17.185,360.885,3/16/2019,10:11,Ewallet,343.7,17.185,7
575-67-1508,A,678549,Normal,Male,435,38.6,1,1.93,40.53,1/29/2019,11:26,Ewallet,38.6,1.93,7
541-08-3113,C,754331,Normal,Male,532,65.97,8,26.388,554.148,02/02/19,20:29,Cash,527.76,26.388,8
246-11-3901,C,754331,Normal,Female,435,32.8,10,16.4,344.4,2/15/2019,12:12,Cash,328,16.4,6
674-15-9296,A,678549,Normal,Male,437,37.14,5,9.285,194.985,08/01/19,13:05,Ewallet,185.7,9.285,5
305-18-3552,B,543212,Member,Male,413,60.38,10,30.19,633.99,12/02/19,16:19,Cash,603.8,30.19,6
493-65-6248,C,754331,Member,Female,437,36.98,10,18.49,388.29,01/01/19,19:48,Credit card,369.8,18.49,7
438-01-4015,B,543212,Member,Female,437,49.49,4,9.898,207.858,3/21/2019,15:25,Ewallet,197.96,9.898,7
709-58-4068,B,543212,Normal,Female,253,41.09,10,20.545,431.445,2/28/2019,14:42,Cash,410.9,20.545,7
795-49-7276,A,678549,Normal,Male,253,37.15,4,7.43,156.03,3/23/2019,18:59,Ewallet,148.6,7.43,8
556-72-8512,C,754331,Normal,Male,413,22.96,1,1.148,24.108,1/30/2019,20:47,Cash,22.96,1.148,4
627-95-3243,B,543212,Member,Female,413,77.68,9,34.956,734.076,04/02/19,13:21,Ewallet,699.12,34.956,10
686-41-0932,B,543212,Normal,Female,253,34.7,2,3.47,72.87,3/13/2019,19:48,Ewallet,69.4,3.47,8
510-09-5628,A,678549,Member,Female,253,19.66,10,9.83,206.43,3/15/2019,18:20,Credit card,196.6,9.83,7
608-04-3797,B,543212,Member,Female,234,25.32,8,10.128,212.688,05/03/19,20:24,Ewallet,202.56,10.128,9
148-82-2527,C,754331,Member,Female,413,12.12,10,6.06,127.26,05/03/19,13:44,Credit card,121.2,6.06,8
437-53-3084,B,543212,Normal,Male,253,99.89,2,9.989,209.769,2/26/2019,11:48,Ewallet,199.78,9.989,7
632-32-4574,B,543212,Normal,Male,437,75.92,8,30.368,637.728,3/20/2019,14:14,Cash,607.36,30.368,6
556-97-7101,C,754331,Normal,Female,435,63.22,2,6.322,132.762,01/01/19,15:51,Cash,126.44,6.322,9
862-59-8517,C,754331,Normal,Female,532,90.24,6,27.072,568.512,1/27/2019,11:17,Cash,541.44,27.072,6
401-18-8016,B,543212,Member,Female,437,98.13,1,4.9065,103.0365,1/21/2019,17:36,Cash,98.13,4.9065,9
420-18-8989,A,678549,Member,Female,437,51.52,8,20.608,432.768,02/02/19,15:47,Cash,412.16,20.608,10
277-63-2961,B,543212,Member,Male,437,73.97,1,3.6985,77.6685,03/02/19,15:53,Credit card,73.97,3.6985,5
573-98-8548,C,754331,Member,Female,253,31.9,1,1.595,33.495,05/01/19,12:40,Ewallet,31.9,1.595,9
620-02-2046,C,754331,Normal,Male,413,69.4,2,6.94,145.74,1/27/2019,19:48,Ewallet,138.8,6.94,9
282-35-2475,B,543212,Normal,Female,437,93.31,2,9.331,195.951,3/25/2019,17:53,Cash,186.62,9.331,6
511-54-3087,B,543212,Normal,Male,437,88.45,1,4.4225,92.8725,2/25/2019,16:36,Credit card,88.45,4.4225,10
726-29-6793,A,678549,Member,Male,435,24.18,8,9.672,203.112,1/28/2019,20:54,Ewallet,193.44,9.672,10
387-49-4215,B,543212,Member,Female,437,48.5,3,7.275,152.775,08/01/19,12:50,Cash,145.5,7.275,7
862-17-9201,B,543212,Normal,Female,532,84.05,6,25.215,529.515,1/29/2019,10:48,Credit card,504.3,25.215,8
291-21-5991,B,543212,Member,Male,234,61.29,5,15.3225,321.7725,3/29/2019,14:28,Cash,306.45,15.3225,7
602-80-9671,C,754331,Member,Female,413,15.95,6,4.785,100.485,09/02/19,17:15,Credit card,95.7,4.785,5
347-72-6115,B,543212,Member,Female,437,90.74,7,31.759,666.939,1/16/2019,18:03,Credit card,635.18,31.759,6
209-61-0206,A,678549,Normal,Female,413,42.91,5,10.7275,225.2775,05/01/19,17:29,Ewallet,214.55,10.7275,6
595-27-4851,A,678549,Normal,Female,253,54.28,7,18.998,398.958,1/27/2019,18:05,Ewallet,379.96,18.998,9
189-52-0236,A,678549,Normal,Male,435,99.55,7,34.8425,731.6925,3/14/2019,12:07,Cash,696.85,34.8425,8
503-07-0930,C,754331,Member,Male,437,58.39,7,20.4365,429.1665,2/23/2019,19:49,Credit card,408.73,20.4365,8
413-20-6708,C,754331,Member,Female,253,51.47,1,2.5735,54.0435,3/18/2019,15:52,Ewallet,51.47,2.5735,9
425-85-2085,B,543212,Member,Male,234,54.86,5,13.715,288.015,3/29/2019,16:48,Ewallet,274.3,13.715,10
521-18-7827,C,754331,Member,Male,413,39.39,5,9.8475,206.7975,1/22/2019,20:46,Credit card,196.95,9.8475,9
220-28-1851,A,678549,Normal,Male,413,34.73,2,3.473,72.933,01/03/19,18:14,Ewallet,69.46,3.473,10
600-38-9738,C,754331,Member,Male,437,71.92,5,17.98,377.58,1/17/2019,15:05,Credit card,359.6,17.98,4
734-91-1155,B,543212,Normal,Female,435,45.71,3,6.8565,143.9865,3/26/2019,10:34,Credit card,137.13,6.8565,8
451-28-5717,C,754331,Member,Female,413,83.17,6,24.951,523.971,3/20/2019,11:23,Cash,499.02,24.951,7
609-81-8548,A,678549,Member,Female,413,37.44,6,11.232,235.872,06/02/19,13:55,Credit card,224.64,11.232,6
133-14-7229,C,754331,Normal,Male,234,62.87,2,6.287,132.027,01/01/19,11:43,Cash,125.74,6.287,5
534-01-4457,A,678549,Normal,Male,532,81.71,6,24.513,514.773,1/27/2019,14:36,Credit card,490.26,24.513,8
719-89-8991,A,678549,Member,Female,437,91.41,5,22.8525,479.9025,2/25/2019,16:03,Ewallet,457.05,22.8525,7
286-62-6248,B,543212,Normal,Male,253,39.21,4,7.842,164.682,1/16/2019,20:03,Credit card,156.84,7.842,9
339-38-9982,B,543212,Member,Male,253,59.86,2,5.986,125.706,1/13/2019,14:55,Ewallet,119.72,5.986,7
827-44-5872,B,543212,Member,Female,532,54.36,10,27.18,570.78,07/02/19,11:28,Credit card,543.6,27.18,6
827-77-7633,A,678549,Normal,Male,437,98.09,9,44.1405,926.9505,2/17/2019,19:41,Cash,882.81,44.1405,9
287-83-1405,A,678549,Normal,Male,234,25.43,6,7.629,160.209,12/02/19,19:01,Ewallet,152.58,7.629,7
435-13-4908,A,678549,Member,Male,253,86.68,8,34.672,728.112,1/24/2019,18:04,Credit card,693.44,34.672,7
857-67-9057,B,543212,Normal,Male,435,22.95,10,11.475,240.975,06/02/19,19:20,Ewallet,229.5,11.475,8
236-27-1144,C,754331,Normal,Female,532,16.31,9,7.3395,154.1295,3/26/2019,10:31,Ewallet,146.79,7.3395,8
892-05-6689,A,678549,Normal,Female,413,28.32,5,7.08,148.68,11/03/19,13:28,Ewallet,141.6,7.08,6
583-41-4548,C,754331,Normal,Male,413,16.67,7,5.8345,122.5245,07/02/19,11:36,Ewallet,116.69,5.8345,7
339-12-4827,B,543212,Member,Female,253,73.96,1,3.698,77.658,05/01/19,11:32,Credit card,73.96,3.698,5
643-38-7867,A,678549,Normal,Male,413,97.94,1,4.897,102.837,07/03/19,11:44,Ewallet,97.94,4.897,7
308-81-0538,A,678549,Normal,Female,253,73.05,4,14.61,306.81,2/25/2019,17:16,Credit card,292.2,14.61,5
358-88-9262,C,754331,Member,Female,532,87.48,6,26.244,551.124,01/02/19,18:43,Ewallet,524.88,26.244,5
460-35-4390,A,678549,Normal,Male,413,30.68,3,4.602,96.642,1/22/2019,11:00,Ewallet,92.04,4.602,9
343-87-0864,C,754331,Member,Male,234,75.88,1,3.794,79.674,03/01/19,10:30,Credit card,75.88,3.794,7
173-50-1108,B,543212,Member,Female,437,20.18,4,4.036,84.756,2/13/2019,12:14,Credit card,80.72,4.036,5
243-47-2663,C,754331,Member,Male,435,18.77,6,5.631,118.251,1/28/2019,16:43,Credit card,112.62,5.631,6
841-18-8232,B,543212,Normal,Female,532,71.2,1,3.56,74.76,05/01/19,20:40,Credit card,71.2,3.56,9
701-23-5550,B,543212,Member,Male,413,38.81,4,7.762,163.002,3/19/2019,13:40,Ewallet,155.24,7.762,5
647-50-1224,A,678549,Normal,Female,253,29.42,10,14.71,308.91,12/01/19,16:23,Ewallet,294.2,14.71,9
541-48-8554,A,678549,Normal,Male,437,60.95,9,27.4275,575.9775,07/01/19,12:08,Credit card,548.55,27.4275,6
539-21-7227,B,543212,Normal,Female,437,51.54,5,12.885,270.585,1/26/2019,17:45,Cash,257.7,12.885,4
213-32-1216,A,678549,Normal,Female,435,66.06,6,19.818,416.178,1/23/2019,10:28,Cash,396.36,19.818,7
747-58-7183,B,543212,Normal,Male,253,57.27,3,8.5905,180.4005,09/02/19,20:31,Ewallet,171.81,8.5905,7
582-52-8065,B,543212,Normal,Female,253,54.31,9,24.4395,513.2295,2/22/2019,10:49,Cash,488.79,24.4395,9
210-57-1719,B,543212,Normal,Female,234,58.24,9,26.208,550.368,05/02/19,12:34,Cash,524.16,26.208,10
399-69-4630,C,754331,Normal,Male,435,22.21,6,6.663,139.923,07/03/19,10:23,Credit card,133.26,6.663,9
134-75-2619,A,678549,Member,Male,435,19.32,7,6.762,142.002,3/25/2019,18:51,Cash,135.24,6.762,7
356-44-8813,B,543212,Normal,Male,413,37.48,3,5.622,118.062,1/20/2019,13:45,Credit card,112.44,5.622,8
198-66-9832,B,543212,Member,Female,253,72.04,2,7.204,151.284,04/02/19,19:38,Cash,144.08,7.204,10
283-26-5248,C,754331,Member,Female,532,98.52,10,49.26,1034.46,1/30/2019,20:23,Ewallet,985.2,49.26,5
712-39-0363,A,678549,Member,Male,532,41.66,6,12.498,262.458,02/01/19,15:24,Ewallet,249.96,12.498,6
218-59-9410,A,678549,Member,Female,413,72.42,3,10.863,228.123,3/29/2019,16:54,Ewallet,217.26,10.863,8
174-75-0888,B,543212,Normal,Male,435,21.58,9,9.711,203.931,3/14/2019,12:32,Cash,194.22,9.711,7
866-99-7614,C,754331,Normal,Male,532,89.2,10,44.6,936.6,11/02/19,15:42,Credit card,892,44.6,4
134-54-4720,B,543212,Normal,Female,435,42.42,8,16.968,356.328,1/30/2019,13:58,Ewallet,339.36,16.968,6
760-90-2357,A,678549,Member,Male,435,74.51,6,22.353,469.413,3/20/2019,15:08,Ewallet,447.06,22.353,5
514-37-2845,B,543212,Normal,Male,253,99.25,2,9.925,208.425,3/20/2019,13:02,Cash,198.5,9.925,9
698-98-5964,A,678549,Normal,Female,532,81.21,10,40.605,852.705,1/17/2019,13:01,Credit card,812.1,40.605,6
718-57-9773,C,754331,Normal,Female,437,49.33,10,24.665,517.965,03/02/19,16:40,Credit card,493.3,24.665,9
651-88-7328,A,678549,Normal,Female,253,65.74,9,29.583,621.243,01/01/19,13:55,Cash,591.66,29.583,8
241-11-2261,B,543212,Normal,Female,253,79.86,7,27.951,586.971,10/01/19,10:33,Credit card,559.02,27.951,6
408-26-9866,C,754331,Normal,Female,437,73.98,7,25.893,543.753,02/03/19,16:42,Ewallet,517.86,25.893,4
834-83-1826,B,543212,Member,Female,413,82.04,5,20.51,430.71,2/25/2019,17:16,Credit card,410.2,20.51,8
343-61-3544,B,543212,Member,Male,437,26.67,10,13.335,280.035,1/29/2019,11:48,Cash,266.7,13.335,9
239-48-4278,A,678549,Member,Male,532,10.13,7,3.5455,74.4555,10/03/19,19:35,Ewallet,70.91,3.5455,8
355-34-6244,B,543212,Normal,Male,532,72.39,2,7.239,152.019,1/13/2019,19:55,Credit card,144.78,7.239,8
550-84-8664,A,678549,Normal,Male,437,85.91,5,21.4775,451.0275,3/22/2019,14:33,Credit card,429.55,21.4775,9
339-96-8318,B,543212,Member,Male,253,81.31,7,28.4585,597.6285,01/03/19,19:49,Ewallet,569.17,28.4585,6
458-61-0011,B,543212,Normal,Male,532,60.3,4,12.06,253.26,2/20/2019,18:43,Cash,241.2,12.06,6
592-34-6155,C,754331,Normal,Male,532,31.77,4,6.354,133.434,1/14/2019,14:43,Ewallet,127.08,6.354,6
797-88-0493,A,678549,Normal,Female,234,64.27,4,12.854,269.934,3/26/2019,13:54,Cash,257.08,12.854,8
207-73-1363,B,543212,Normal,Male,234,69.51,2,6.951,145.971,01/03/19,12:15,Ewallet,139.02,6.951,8
390-31-6381,C,754331,Normal,Male,532,27.22,3,4.083,85.743,07/01/19,12:37,Cash,81.66,4.083,7
443-82-0585,A,678549,Member,Female,234,77.68,4,15.536,326.256,01/02/19,19:54,Cash,310.72,15.536,8
339-18-7061,C,754331,Member,Female,253,92.98,2,9.298,195.258,2/13/2019,15:06,Credit card,185.96,9.298,8
359-90-3665,B,543212,Member,Female,253,18.08,4,3.616,75.936,1/14/2019,18:03,Credit card,72.32,3.616,10
375-72-3056,B,543212,Normal,Male,437,63.06,3,9.459,198.639,1/19/2019,15:58,Ewallet,189.18,9.459,7
127-47-6963,A,678549,Normal,Male,234,51.71,4,10.342,217.182,09/03/19,13:53,Credit card,206.84,10.342,10
278-86-2735,A,678549,Normal,Female,532,52.34,3,7.851,164.871,3/27/2019,14:03,Cash,157.02,7.851,9
695-28-6250,A,678549,Normal,Female,437,43.06,5,10.765,226.065,04/02/19,16:38,Ewallet,215.3,10.765,8
379-17-6588,C,754331,Normal,Male,253,59.61,10,29.805,625.905,3/14/2019,11:07,Cash,596.1,29.805,5
227-50-3718,A,678549,Normal,Male,234,14.62,5,3.655,76.755,04/03/19,12:23,Cash,73.1,3.655,4
302-15-2162,C,754331,Member,Male,234,46.53,6,13.959,293.139,03/03/19,10:54,Credit card,279.18,13.959,4
788-07-8452,C,754331,Member,Female,413,24.24,7,8.484,178.164,1/27/2019,17:38,Ewallet,169.68,8.484,9
560-49-6611,A,678549,Member,Female,437,45.58,1,2.279,47.859,07/02/19,14:13,Cash,45.58,2.279,10
880-35-0356,A,678549,Member,Female,437,75.2,3,11.28,236.88,05/02/19,11:51,Ewallet,225.6,11.28,5
585-11-6748,B,543212,Member,Male,437,96.8,3,14.52,304.92,3/15/2019,13:05,Cash,290.4,14.52,5
470-31-3286,B,543212,Normal,Male,234,14.82,3,2.223,46.683,01/03/19,11:30,Credit card,44.46,2.223,9
152-68-2907,A,678549,Normal,Male,532,52.2,3,7.83,164.43,2/15/2019,13:30,Credit card,156.6,7.83,10
123-35-4896,C,754331,Normal,Female,437,46.66,9,20.997,440.937,2/17/2019,19:11,Ewallet,419.94,20.997,5
258-69-7810,C,754331,Normal,Female,253,36.85,5,9.2125,193.4625,1/26/2019,18:53,Cash,184.25,9.2125,9
334-64-2006,A,678549,Member,Female,413,70.32,2,7.032,147.672,3/24/2019,14:22,Ewallet,140.64,7.032,10
219-61-4139,C,754331,Normal,Male,435,83.08,1,4.154,87.234,1/23/2019,17:16,Ewallet,83.08,4.154,6
881-41-7302,C,754331,Normal,Female,253,64.99,1,3.2495,68.2395,1/26/2019,10:06,Credit card,64.99,3.2495,5
373-09-4567,C,754331,Normal,Male,532,77.56,10,38.78,814.38,3/14/2019,20:35,Ewallet,775.6,38.78,7
642-30-6693,B,543212,Normal,Female,437,54.51,6,16.353,343.413,3/17/2019,13:54,Ewallet,327.06,16.353,8
484-22-8230,C,754331,Member,Female,253,51.89,7,18.1615,381.3915,08/01/19,20:08,Cash,363.23,18.1615,5
830-58-2383,B,543212,Normal,Male,413,31.75,4,6.35,133.35,08/02/19,15:26,Cash,127,6.35,9
559-98-9873,A,678549,Member,Female,253,53.65,7,18.7775,394.3275,10/02/19,12:56,Ewallet,375.55,18.7775,5
544-32-5024,C,754331,Member,Female,532,49.79,4,9.958,209.118,3/28/2019,19:16,Credit card,199.16,9.958,6
318-12-0304,A,678549,Normal,Male,253,30.61,1,1.5305,32.1405,1/23/2019,12:20,Ewallet,30.61,1.5305,5
349-97-8902,B,543212,Member,Male,532,57.89,2,5.789,121.569,1/17/2019,10:37,Ewallet,115.78,5.789,9
421-95-9805,A,678549,Normal,Female,435,28.96,1,1.448,30.408,07/02/19,10:18,Credit card,28.96,1.448,6
277-35-5865,C,754331,Member,Female,532,98.97,9,44.5365,935.2665,09/03/19,11:23,Cash,890.73,44.5365,7
789-23-8625,B,543212,Member,Male,253,93.22,3,13.983,293.643,1/24/2019,11:45,Cash,279.66,13.983,7
284-54-4231,C,754331,Member,Male,437,80.93,1,4.0465,84.9765,1/19/2019,16:08,Credit card,80.93,4.0465,9
443-59-0061,A,678549,Member,Male,532,67.45,10,33.725,708.225,03/02/19,11:25,Ewallet,674.5,33.725,4
509-29-3912,A,678549,Member,Female,437,38.72,9,17.424,365.904,3/20/2019,12:24,Ewallet,348.48,17.424,4
327-40-9673,B,543212,Member,Male,437,72.6,6,21.78,457.38,1/13/2019,19:51,Cash,435.6,21.78,7
840-19-2096,C,754331,Member,Male,435,87.91,5,21.9775,461.5275,3/14/2019,18:10,Ewallet,439.55,21.9775,4
828-46-6863,A,678549,Member,Male,532,98.53,6,29.559,620.739,1/23/2019,11:22,Credit card,591.18,29.559,4
641-96-3695,C,754331,Member,Female,253,43.46,6,13.038,273.798,07/02/19,17:55,Ewallet,260.76,13.038,9
420-97-3340,A,678549,Normal,Female,532,71.68,3,10.752,225.792,3/28/2019,15:30,Credit card,215.04,10.752,9
436-54-4512,A,678549,Member,Female,532,91.61,1,4.5805,96.1905,3/20/2019,19:44,Cash,91.61,4.5805,10
670-79-6321,B,543212,Member,Female,413,94.59,7,33.1065,695.2365,1/17/2019,15:27,Credit card,662.13,33.1065,5
852-62-7105,B,543212,Normal,Female,253,83.25,10,41.625,874.125,12/01/19,11:25,Credit card,832.5,41.625,4
598-06-7312,B,543212,Member,Male,253,91.35,1,4.5675,95.9175,2/16/2019,15:42,Cash,91.35,4.5675,7
135-13-8269,B,543212,Member,Female,532,78.88,2,7.888,165.648,1/26/2019,16:04,Cash,157.76,7.888,9
816-57-2053,A,678549,Normal,Male,437,60.87,2,6.087,127.827,09/03/19,12:37,Ewallet,121.74,6.087,9
628-90-8624,B,543212,Member,Male,234,82.58,10,41.29,867.09,3/14/2019,14:41,Cash,825.8,41.29,5
856-66-2701,A,678549,Member,Male,413,53.3,3,7.995,167.895,1/25/2019,14:19,Ewallet,159.9,7.995,8
308-39-1707,A,678549,Normal,Female,253,12.09,1,0.6045,12.6945,1/26/2019,18:19,Credit card,12.09,0.6045,8
149-61-1929,A,678549,Normal,Male,437,64.19,10,32.095,673.995,1/19/2019,14:08,Credit card,641.9,32.095,7
655-07-2265,A,678549,Normal,Male,435,78.31,3,11.7465,246.6765,05/03/19,16:38,Ewallet,234.93,11.7465,5
589-02-8023,A,678549,Member,Male,532,83.77,2,8.377,175.917,1/15/2019,10:54,Credit card,167.54,8.377,7
420-04-7590,B,543212,Normal,Male,413,99.7,3,14.955,314.055,3/18/2019,11:29,Ewallet,299.1,14.955,5
182-88-2763,B,543212,Member,Male,532,79.91,3,11.9865,251.7165,3/20/2019,19:28,Credit card,239.73,11.9865,5
188-55-0967,B,543212,Member,Male,234,66.47,10,33.235,697.935,1/15/2019,15:01,Credit card,664.7,33.235,5
610-46-4100,A,678549,Normal,Male,234,28.95,7,10.1325,212.7825,03/03/19,20:31,Credit card,202.65,10.1325,6
318-81-2368,C,754331,Normal,Female,435,46.2,1,2.31,48.51,3/19/2019,12:16,Cash,46.2,2.31,6
364-33-8584,B,543212,Member,Female,532,17.63,5,4.4075,92.5575,08/03/19,15:27,Cash,88.15,4.4075,9
665-63-9737,B,543212,Normal,Male,253,52.42,3,7.863,165.123,2/27/2019,17:36,Ewallet,157.26,7.863,8
695-09-5146,B,543212,Member,Female,532,98.79,3,14.8185,311.1885,2/23/2019,20:00,Ewallet,296.37,14.8185,6
155-45-3814,C,754331,Member,Female,435,88.55,8,35.42,743.82,3/19/2019,15:29,Ewallet,708.4,35.42,5
794-32-2436,B,543212,Member,Male,435,55.67,2,5.567,116.907,3/27/2019,15:08,Ewallet,111.34,5.567,6
131-15-8856,C,754331,Member,Female,532,72.52,8,29.008,609.168,3/30/2019,19:26,Credit card,580.16,29.008,4
273-84-2164,C,754331,Member,Male,435,12.05,5,3.0125,63.2625,2/16/2019,15:53,Ewallet,60.25,3.0125,6
706-36-6154,A,678549,Member,Male,413,19.36,9,8.712,182.952,1/18/2019,18:43,Ewallet,174.24,8.712,9
778-89-7974,C,754331,Normal,Male,234,70.21,6,21.063,442.323,3/30/2019,14:58,Cash,421.26,21.063,7
574-31-8277,B,543212,Member,Male,253,33.63,1,1.6815,35.3115,3/20/2019,19:55,Cash,33.63,1.6815,6
859-71-0933,C,754331,Member,Female,437,15.49,2,1.549,32.529,1/16/2019,15:10,Cash,30.98,1.549,6
740-11-5257,C,754331,Normal,Male,435,24.74,10,12.37,259.77,2/24/2019,16:44,Cash,247.4,12.37,7
369-82-2676,B,543212,Normal,Male,435,75.66,5,18.915,397.215,1/15/2019,18:22,Ewallet,378.3,18.915,8
563-47-4072,B,543212,Normal,Female,234,55.81,6,16.743,351.603,1/22/2019,11:52,Cash,334.86,16.743,10
742-04-5161,A,678549,Member,Male,413,72.78,10,36.39,764.19,03/02/19,17:24,Cash,727.8,36.39,7
149-15-7606,B,543212,Member,Male,437,37.32,9,16.794,352.674,06/03/19,15:31,Ewallet,335.88,16.794,5
133-77-3154,B,543212,Member,Male,253,60.18,4,12.036,252.756,2/16/2019,18:04,Credit card,240.72,12.036,9
169-52-4504,A,678549,Normal,Female,435,15.69,3,2.3535,49.4235,3/14/2019,14:13,Credit card,47.07,2.3535,6
250-81-7186,C,754331,Normal,Female,435,99.69,1,4.9845,104.6745,2/27/2019,10:23,Credit card,99.69,4.9845,8
562-12-5430,A,678549,Member,Female,253,88.15,3,13.2225,277.6725,1/18/2019,10:11,Ewallet,264.45,13.2225,8
816-72-8853,A,678549,Member,Female,437,27.93,5,6.9825,146.6325,1/29/2019,15:48,Cash,139.65,6.9825,6
491-38-3499,A,678549,Member,Male,253,55.45,1,2.7725,58.2225,2/26/2019,17:46,Credit card,55.45,2.7725,5
322-02-2271,B,543212,Normal,Female,437,42.97,3,6.4455,135.3555,03/02/19,11:46,Cash,128.91,6.4455,9
842-29-4695,C,754331,Member,Male,437,17.14,7,5.999,125.979,1/16/2019,12:07,Credit card,119.98,5.999,8
725-67-2480,B,543212,Member,Female,253,58.75,6,17.625,370.125,3/24/2019,18:14,Credit card,352.5,17.625,6
641-51-2661,C,754331,Member,Female,532,87.1,10,43.55,914.55,12/02/19,14:45,Credit card,871,43.55,10
714-02-3114,C,754331,Normal,Female,437,98.8,2,9.88,207.48,2/21/2019,11:39,Cash,197.6,9.88,8
518-17-2983,A,678549,Normal,Female,253,48.63,4,9.726,204.246,04/02/19,15:44,Ewallet,194.52,9.726,8
779-42-2410,B,543212,Member,Male,532,57.74,3,8.661,181.881,2/20/2019,13:06,Ewallet,173.22,8.661,8
190-14-3147,B,543212,Normal,Female,234,17.97,4,3.594,75.474,2/23/2019,20:43,Ewallet,71.88,3.594,6
408-66-6712,C,754331,Member,Female,234,47.71,6,14.313,300.573,2/16/2019,14:19,Ewallet,286.26,14.313,4
679-22-6530,B,543212,Normal,Female,437,40.62,2,4.062,85.302,1/17/2019,10:01,Credit card,81.24,4.062,4
588-47-8641,A,678549,Member,Male,253,56.04,10,28.02,588.42,1/14/2019,19:30,Ewallet,560.4,28.02,4
642-61-4706,B,543212,Member,Male,532,93.4,2,9.34,196.14,3/30/2019,16:34,Cash,186.8,9.34,6
576-31-4774,B,543212,Normal,Female,234,73.41,3,11.0115,231.2415,02/03/19,13:10,Ewallet,220.23,11.0115,4
556-41-6224,C,754331,Normal,Male,234,33.64,8,13.456,282.576,2/15/2019,17:10,Credit card,269.12,13.456,9
811-03-8790,A,678549,Normal,Female,435,45.48,10,22.74,477.54,01/03/19,10:22,Credit card,454.8,22.74,5
242-11-3142,B,543212,Member,Male,253,83.77,2,8.377,175.917,2/24/2019,19:57,Cash,167.54,8.377,5
752-23-3760,B,543212,Member,Female,437,64.08,7,22.428,470.988,2/19/2019,19:29,Credit card,448.56,22.428,7
274-05-5470,A,678549,Member,Female,532,73.47,4,14.694,308.574,2/23/2019,18:30,Cash,293.88,14.694,6
648-94-3045,C,754331,Normal,Male,234,58.95,10,29.475,618.975,07/02/19,14:27,Ewallet,589.5,29.475,8
130-67-4723,A,678549,Member,Male,532,48.5,6,14.55,305.55,11/01/19,13:57,Ewallet,291,14.55,9
528-87-5606,B,543212,Member,Female,435,39.48,1,1.974,41.454,12/02/19,19:43,Cash,39.48,1.974,7
320-85-2052,B,543212,Normal,Female,437,34.81,1,1.7405,36.5505,1/14/2019,10:11,Credit card,34.81,1.7405,7
370-96-0655,C,754331,Normal,Female,253,49.32,6,14.796,310.716,09/01/19,13:46,Ewallet,295.92,14.796,7
105-10-6182,A,678549,Member,Male,253,21.48,2,2.148,45.108,2/27/2019,12:22,Ewallet,42.96,2.148,7
510-79-0415,B,543212,Member,Female,437,23.08,6,6.924,145.404,1/24/2019,19:20,Ewallet,138.48,6.924,5
241-96-5076,B,543212,Member,Female,413,49.1,2,4.91,103.11,08/01/19,12:58,Credit card,98.2,4.91,6
767-97-4650,B,543212,Member,Female,437,64.83,2,6.483,136.143,08/01/19,11:59,Credit card,129.66,6.483,8
